title,count
ACS Symposium Series,1
Food deserts and Lockean property,1
Fast-track: ending the AIDS epidemic by 2030.,1
Intrazeolite Chemistry,1
Chiang Mai Journal of Science,1
HPTN 073: PrEP Uptake and Use by Black Men Who Have Sex with Men in 3 U.S. Cities,1
Expert Review of Medical Devices,1
Metabolomics as a tool for exposure science,1
Geographical Journal,1
Cleft Palate-Craniofacial Journal,1
Towards A Culturally Competent System of Care: A Monograph on Effective Services for Minority Children Who are Severely Emotionally Disturbed,1
Air Medical Journal,1
Ann Math Stat,1
An Online Learning Algorithm for Neuromorphic Hardware Implementation,1
World malaria report 2015,1
Journal of Number Theory,1
Guidelines on the Use of Devices for Adult Male Circumcision for HIV Prevention,1
Manual of the general health questionnaire,1
"International Environmental Agreements: Politics, Law and Economics",1
Polarforschung,1
Integrative Biology,1
ChemPhysChem,1
Journal of Obstetrics and Gynaecology,1
"Doctors Who Profit from Radiation Prescribe It More Often, Study Finds",1
2011,1
"Monitoring the future: Questionnaire responses from the nation's high school seniors, 2000",1
"National Museums and Nation-Building in Europe, 1750-2101: Mobilization and Legitimacy, Continuity and Change",1
Libri tre delle cose de Turchi,1
Texas Heart Institute Journal,1
Virginia Environmental Law Journal,1
R News,1
Kenya faces acute blood shortage.,1
Journal of Semantics,1
"Nutrition (Burbank, Los Angeles County, Calif.)",1
Chin. Sci. Bull.,1
Statistical Parametric Mapping: The Analysis of Functional Brain Images,1
Biochemistry and Molecular Biology Education,1
Orvosi hetilap,1
Urban-rural differences in mobility and mode choice: Evidence from the 2001 NHTS,1
The Value of Humanity,1
SIGMOD Record (ACM Special Interest Group on Management of Data),1
Journal of the American Pharmaceutical Association. American Pharmaceutical Association,1
Reading next: A vision for action and research in middle and high school literacy: A report from Carnegie Corporation of New York,1
Seminars in Hematology,1
"Table 094. Midyear population, by age and sex",1
Nutrition in Clinical Practice,1
China Interrupted: Japanese Internment and the Reshaping of a Canadian Missionary Community,1
Search for Higgs boson pair production in events with two bottom quarks and two tau leptons in proton-proton collisions at √ s=13 TeV,1
Substance Abuse and Mental Health Services Administration,1
RGOB,1
Basic Research in Cardiology,1
Developments in Canada's Burgeoning LNG Export Industry,1
Parent engagement strategies for involving parents in school health,1
European journal of medical research,1
Int J Cardiol,1
Physical Biology of the Cell,1
The Jewish Communities of India: Identity in A Colonial Era,1
Beyond Post-Zionism,1
"Glorious, Accursed Europe: An Essay on Jewish Ambivalence",1
Perspectives on Supersymmetry,1
Physicians’ Cancer Chemotherapy Drug Manual 2016,1
Geospatial Health,1
Int J Drug Policy.,1
RFERL,1
Irish Journal of Medical Science,1
"A Vast Machine: Computer Models, Climate Data, and the Politics of Global Warming",1
"Hidden Cities, Unmasking and Overcoming Health Inequities in Urban Settings",1
Observation of a new boson with mass near 125 GeV in pp collisions at √ s=7 and 8TeV,1
The Myth of Ethnic War: Serbia and Croatia in the 1990s,1
OSHA Technical Manual. TED 01-00-015,1
Nat. Astron.,1
Severe Maternal Morbidity,1
When Species Meet,1
Artifacts and Allegiances: How Museums Put the Nation and the World on Display,1
Week,1
"Malaria evidence for advocacy malaria 2015 update, key statistics on the fight against malaria.",1
Visual Cognition,1
Off. J. Eur. Parliam.,1
International Journal of Health Care Quality Assurance,1
Technology and Health Care,1
Declaration on the Elimination of Violence against Women,1
Drug Information Journal,1
"2009 IEEE/RSJ International Conference on Intelligent Robots and Systems, IROS 2009",1
Journal of Energy Storage,1
Journal of Canadian Petroleum Technology,1
The Journal of clinical endocrinology,1
Conference Record - IEEE Instrumentation and Measurement Technology Conference,1
J. R. Stat. Soc. Series B Stat. Methodol,1
Journal of Public Health Dentistry,1
Death Studies,1
Light: Science and Applications,1
Aquatic Botany,1
Probiotics and Antimicrobial Proteins,1
Myositis UK,1
Acta Ophthalmologica Scandinavica,1
Graduate Studies in Mathematics,1
Free Radicals in Biology and Medicine,1
Serious Games for Healthcare: Applications and Implications,1
Games with Purpose-Health,1
"Attendance in early elementary grades: Associations with student characteristics, school readiness, and third grade outcomes",1
Chronic elementary absenteeism: A problem hidden in plain sight,1
European Journal of Cancer Part A,1
Analysis of Step-Reduced SHA-256,1
Form 90: Structured assessment for drinking related behavior,1
Substance Abuse: Research and Treatment,1
J. Political Econ.,1
Advances in Optics and Photonics,1
Art and Artefacts,1
"JAOCS, Journal of the American Oil Chemists' Society",1
ASAIO Journal,1
Biomedical and environmental sciences : BES,1
Bonded Labor: Tackling the System of Slavery in South Asia,1
China Economic Review,1
J Inst Med.,1
29th International Conference of the System Dynamics Society,1
"Facing addiction in America: The Surgeon General’s report on alcohol, drugs and Health",1
Presidential Advisory Council on Combating Antibiotic Resistant Bacteria (PACCARB),1
Guidance notes for applicants: outline applications,1
Problem Behavior and Psychosocial Development: A Longitudinal Study of Youth,1
Dual use research of concern in the life sciences: current issues and controversies,1
Instruments and Experimental Techniques,1
Energy and Buildings,1
J Coloproctol Surg,1
Brookings Africa in focus blog,1
Psychosomatic medicine,1
International Statistical Review,1
Handbook of aging and cognition,1
Thoracic and Cardiovascular Surgeon,1
Fleet before You Meet,1
Journal of Community Practice,1
The ecology of human development: Experiments by nature and design,1
Poster Presented At: The 63Rd Annual Meeting of The American Academy of Child & Adolescent Psychiatry,1
Engaging Reason,1
The IRX-beta Dust Attenuation Relation in Cosmological Galaxy Formation Simulations,1
Acta Chirurgiae Orthopaedicae et Traumatologiae Cechoslovaca,1
Water (Switzerland),1
Soil carbon in sensitive European ecosystems,1
Rethink your drink - cutting calories,1
The Collected Works of William Hazlitt,1
EFSA J.,1
International Collaboration Research and Treatment Database for Myositis Specialists,1
Publications of the American Statistical Association,1
IUMJ,1
Effectiveness and spillovers of online sex education: evidence from a randomized evaluation in Colombian public schools,1
The Jerusalem Post,1
Nlme: Linear and Nonlinear Mixed Effects Models,1
Inflating Horizons in Particle Astrophysics and Cosmology,1
Bioelectron. Med,1
J Epidemiol,1
Statistical Theory and Modeling for Turbulent Flows: Second Edition,1
Adv Geriatr.,1
Front Microbiol,1
CACS Communications,1
"ASP Conf. Ser. 154, Cool Stars, Stellar Systems and the Sun",1
"Research design: qualitative, quantitative and mixed methods approaches",1
European Management Journal,1
The Health Consequences of Smoking: 50 Years of Progress: A Report of the Surgeon General,1
Segmentation Questionnaire RJR,1
Ninth International AIDS Society Conference On HIV Science,1
HTR2A 5-hydroxytryptamine Receptor 2A [Homo Sapiens (Human)],1
Schizophrenia bulletin,1
Ceramics International,1
Annals of Ophthalmology,1
"Research report 02, Africa power and politics program",1
Search the Collections,1
Theano: New features and speed improvements,1
AIDS Res Hum Retroviruses,1
Nestle Nutrition Institute Workshop Series,1
National Center for Injury Prevention and Control Data and Statistics (WISQARS),1
Evidence-based obstetric anesthesia,1
Algebraic Topology: The Abel Symposium 2007 - Proceedings of the 4th Abel Symposium,1
Phillip Morris Products S.A. Modified Risk Tobacco Product (MRTP) Applications,1
Population Reference Bureau,1
The National medical journal of India,1
Putin to the West: Hands off Ukraine,1
A History of Western Political Thought,1
Acta Crystallographica - Section D Biological Crystallography,1
Organic Process Research and Development,1
Annals of Intensive Care,1
Electronic or Automated Sphygmomanometers,1
Global Party Formation in World Historical Perspective,1
Environment Systems and Decisions,1
fundamental immunology,1
Cancer Facts & Figures for African Americans 2016-2018,1
International Emergency Nursing,1
Current Problems in Dermatology (Switzerland),1
Enhancing Performance in Latent Semantic Indexing (Lsi) Retrieval,1
Particle-Flow Reconstruction and Global Event Description with the CMS Detector,1
Respiratory Care Educational Annual,1
Security Council Demands 30 Day Cessation of Hostilities in Syria to Enable Humanitarian Aid Delivery Unanimously Adopting Resolution 2401,1
American Community Survey 5-Year Estimates,1
East Central Europe,1
Hispanic American Historical Review,1
Journal of Human Reproductive Sciences,1
Chin J Geriatr,1
The Practice of Clinical Echocardiography,1
Mind,1
Proc. Int. Conf. Mach. Learn,1
Sex Offenders: A Criminal Career Approach,1
Handbook of Optical Constants of Solids,1
"Dynamical Systems: Stability, Symbolic Dynamics and Chaos",1
Australian health review : a publication of the Australian Hospital Association,1
"2015 IEEE International Ultrasonics Symposium, IUS 2015",1
Danish Medical Journal,1
Protocolo De Atenção À Saúde E Resposta À Ocorrência De Microcefalia: Versão 3,1
Econometrics by Example 2nd Edition,1
The Challenge of Disclosure in Resource-limited Setting: Experience in Ugandan HIV-infected Children,1
Journal of Psychoeducational Assessment,1
On the Sacred Disease (400 Bce),1
"Nuclear Inst. and Methods in Physics Research, A",1
Tobacco Use: Data WHO Region,1
32nd Joint Propulsion Conference and Exhibit,1
CochlearTM Nucleus,1
WHO Classification of Tumours: Pathology and Genetics of Tumours of Endocrine Organs,1
The Psychology of Food Choice,1
refund: Regression with functional data,1
IEEE Transactions on Antennas and Propagation,1
Geometrical Fundamentals of Robotics,1
Psychophysiology of the frontal lobes,1
Policy and Inference: The Case of Product Labeling,1
The Service Provision Assessment (SPA),1
Economic Geology,1
International Journal of Occupational Medicine and Environmental Health,1
Journal of Psychosomatic Obstetrics and Gynaecology,1
"Computed Tomography: Principles, Design, Artifacts, and Recent Advances",1
Cycles and Chaos in Economic Equilibrium,1
Virus Evol,1
Seminars in Ultrasound CT and MRI,1
Z. Phys. Chem.,1
Data Science Education Program,1
Healthy Familes Massachusetts final evaluation report,1
"SWarp: Resampling and Co-adding FITS Images Together, Astrophysics Source Code Library",1
Multiphase Equation of State for Iron,1
Cardiopulm Phys Ther J.,1
Essential Elements of Postabortion Care: An Expanded and Updated Model,1
Developing Global Health Programming: A Guidebook for Medical and Professional Schools,1
J Basic Clin Oncol,1
Development and Initial Validation of Patient-Reported Item Banks for Use in Neurological Research and Practice,1
Endomorphisms of quasi-canonical lifts,1
Annals of the Academy of Medicine Singapore,1
Textbook of pediatric Emergency medicine,1
Lecture Notes in Artificial Intelligence,1
Journal of Economic Growth,1
Decomposition Techniques in Mathematical Programming: Engineering and Science Applications,1
"Proceedings of the international conference on renewable energies and power quality (ICREPQ12), Santiago de Compostela, Spain",1
Mol Cryst and Liq Cryst Incorp Nonlinear Opt,1
"Acta Crystallographica Section B: Structural Science, Crystal Engineering and Materials",1
About Heart Failure,1
European Cytokine Network,1
The Black Revolution on Campus,1
International Journal of Adhesion and Adhesives,1
Journal of Physical Chemistry®,1
Increasing access to college: Extending possibilities for all students,1
MPRA Paper 20957,1
Cardiology Clinics,1
Evaluating Training Programs,1
Operative Techniques in Orthopaedics,1
"Radiographics : a review publication of the Radiological Society of North America, Inc",1
World Drug Report 2015,1
"Spec2d: DEEP2DEIMOS Spectral Pipeline, Astrophysics Source Code Library",1
American Society for Clinical Pharmacology and Therapeutics (ASCPT),1
Empowering and Healing the Battered Woman: A Model for Assessment and Intervention,1
SEP: Source Extractor As A Library,1
Animal Welfare,1
Human Cancer Proteome Project (Cancer-HPP). Human Proteome Organization,1
Artificial Organs,1
The sexual politics of meat: Bloomsbury revelations edition,1
